country,year,emissions
Indonesia,1850,0.0
Indonesia,1851,0.0
Indonesia,1852,0.0
Indonesia,1853,0.0
Indonesia,1854,0.0
Indonesia,1855,0.0
Indonesia,1856,0.0
Indonesia,1857,0.0
Indonesia,1858,0.0
Indonesia,1859,0.0
Indonesia,1860,0.0
Indonesia,1861,0.0
Indonesia,1862,0.0
Indonesia,1863,0.0
Indonesia,1864,0.0
Indonesia,1865,0.0
Indonesia,1866,0.0
Indonesia,1867,0.0
Indonesia,1868,0.0
Indonesia,1869,0.0
Indonesia,1870,0.0
Indonesia,1871,0.0
Indonesia,1872,0.0
Indonesia,1873,0.0
Indonesia,1874,0.0
Indonesia,1875,0.0
Indonesia,1876,0.0
Indonesia,1877,0.0
Indonesia,1878,0.0
Indonesia,1879,0.0
Indonesia,1880,0.0
Indonesia,1881,0.0
Indonesia,1882,0.0
Indonesia,1883,0.0
Indonesia,1884,0.0
Indonesia,1885,0.0
Indonesia,1886,0.0
Indonesia,1887,0.0
Indonesia,1888,0.0
Indonesia,1889,0.0
Indonesia,1890,0.01
Indonesia,1891,0.02
Indonesia,1892,0.18
Indonesia,1893,0.41
Indonesia,1894,0.48
Indonesia,1895,0.77
Indonesia,1896,0.86
Indonesia,1897,1.11
Indonesia,1898,1.29
Indonesia,1899,1.12
Indonesia,1900,1.21
Indonesia,1901,2.24
Indonesia,1902,1.54
Indonesia,1903,3.0
Indonesia,1904,3.37
Indonesia,1905,4.13
Indonesia,1906,4.45
Indonesia,1907,5.29
Indonesia,1908,5.49
Indonesia,1909,5.99
Indonesia,1910,6.11
Indonesia,1911,6.73
Indonesia,1912,5.84
Indonesia,1913,5.9
Indonesia,1914,6.02
Indonesia,1915,6.03
Indonesia,1916,6.76
Indonesia,1917,7.14
Indonesia,1918,7.13
Indonesia,1919,7.64
Indonesia,1920,8.26
Indonesia,1921,8.76
Indonesia,1922,8.3
Indonesia,1923,9.59
Indonesia,1924,10.59
Indonesia,1925,11.08
Indonesia,1926,11.1
Indonesia,1927,12.89
Indonesia,1928,14.84
Indonesia,1929,18.54
Indonesia,1930,18.08
Indonesia,1931,16.9
Indonesia,1932,16.59
Indonesia,1933,17.86
Indonesia,1934,19.23
Indonesia,1935,20.0
Indonesia,1936,21.77
Indonesia,1937,25.34
Indonesia,1938,26.73
Indonesia,1939,29.21
Indonesia,1940,28.73
Indonesia,1941,26.48
Indonesia,1942,9.46
Indonesia,1943,19.03
Indonesia,1944,8.77
Indonesia,1945,3.81
Indonesia,1946,1.34
Indonesia,1947,4.06
Indonesia,1948,15.5
Indonesia,1949,21.9
Indonesia,1950,9.83
Indonesia,1951,9.39
Indonesia,1952,12.73
Indonesia,1953,13.08
Indonesia,1954,14.75
Indonesia,1955,20.84
Indonesia,1956,21.81
Indonesia,1957,22.42
Indonesia,1958,22.2
Indonesia,1959,23.86
Indonesia,1960,21.39
Indonesia,1961,26.0
Indonesia,1962,22.98
Indonesia,1963,22.76
Indonesia,1964,22.38
Indonesia,1965,24.67
Indonesia,1966,23.38
Indonesia,1967,24.54
Indonesia,1968,27.56
Indonesia,1969,33.36
Indonesia,1970,32.22
Indonesia,1971,25.44
Indonesia,1972,28.64
Indonesia,1973,32.46
Indonesia,1974,35.66
Indonesia,1975,38.36
Indonesia,1976,39.69
Indonesia,1977,47.68
Indonesia,1978,54.36
Indonesia,1979,61.7
Indonesia,1980,83.24
Indonesia,1981,88.55
Indonesia,1982,89.55
Indonesia,1983,87.69
Indonesia,1984,88.37
Indonesia,1985,95.31
Indonesia,1986,104.71
Indonesia,1987,108.82
Indonesia,1988,118.93
Indonesia,1989,125.04
Indonesia,1990,149.74
Indonesia,1991,163.75
Indonesia,1992,172.94
Indonesia,1993,187.62
Indonesia,1994,199.06
Indonesia,1995,225.14
Indonesia,1996,236.29
Indonesia,1997,259.31
Indonesia,1998,263.58
Indonesia,1999,283.46
Indonesia,2000,277.86
Indonesia,2001,299.04
Indonesia,2002,305.24
Indonesia,2003,335.29
Indonesia,2004,340.8
Indonesia,2005,343.74
Indonesia,2006,363.55
Indonesia,2007,377.03
Indonesia,2008,375.41
Indonesia,2009,392.61
Indonesia,2010,402.28
Indonesia,2011,416.76
Indonesia,2012,416.93
Indonesia,2013,440.24
