country,year,emissions
Syria,1850,0.0
Syria,1851,0.0
Syria,1852,0.0
Syria,1853,0.0
Syria,1854,0.0
Syria,1855,0.0
Syria,1856,0.0
Syria,1857,0.0
Syria,1858,0.0
Syria,1859,0.0
Syria,1860,0.0
Syria,1861,0.0
Syria,1862,0.0
Syria,1863,0.0
Syria,1864,0.0
Syria,1865,0.0
Syria,1866,0.0
Syria,1867,0.0
Syria,1868,0.0
Syria,1869,0.0
Syria,1870,0.0
Syria,1871,0.0
Syria,1872,0.0
Syria,1873,0.0
Syria,1874,0.0
Syria,1875,0.0
Syria,1876,0.0
Syria,1877,0.0
Syria,1878,0.0
Syria,1879,0.0
Syria,1880,0.0
Syria,1881,0.0
Syria,1882,0.0
Syria,1883,0.0
Syria,1884,0.0
Syria,1885,0.0
Syria,1886,0.0
Syria,1887,0.0
Syria,1888,0.0
Syria,1889,0.0
Syria,1890,0.0
Syria,1891,0.0
Syria,1892,0.0
Syria,1893,0.0
Syria,1894,0.0
Syria,1895,0.0
Syria,1896,0.0
Syria,1897,0.0
Syria,1898,0.0
Syria,1899,0.0
Syria,1900,0.0
Syria,1901,0.0
Syria,1902,0.0
Syria,1903,0.0
Syria,1904,0.0
Syria,1905,0.0
Syria,1906,0.0
Syria,1907,0.0
Syria,1908,0.0
Syria,1909,0.0
Syria,1910,0.0
Syria,1911,0.0
Syria,1912,0.0
Syria,1913,0.0
Syria,1914,0.0
Syria,1915,0.0
Syria,1916,0.0
Syria,1917,0.0
Syria,1918,0.0
Syria,1919,0.0
Syria,1920,0.0
Syria,1921,0.0
Syria,1922,0.0
Syria,1923,0.0
Syria,1924,0.0
Syria,1925,0.0
Syria,1926,0.0
Syria,1927,0.0
Syria,1928,0.0
Syria,1929,0.0
Syria,1930,0.0
Syria,1931,0.0
Syria,1932,0.01
Syria,1933,0.01
Syria,1934,0.01
Syria,1935,0.01
Syria,1936,0.03
Syria,1937,0.06
Syria,1938,0.06
Syria,1939,0.06
Syria,1940,0.02
Syria,1941,0.02
Syria,1942,0.06
Syria,1943,0.04
Syria,1944,0.02
Syria,1945,0.02
Syria,1946,0.02
Syria,1947,0.03
Syria,1948,0.03
Syria,1949,0.03
Syria,1950,0.41
Syria,1951,0.38
Syria,1952,0.48
Syria,1953,0.51
Syria,1954,0.58
Syria,1955,1.65
Syria,1956,2.0
Syria,1957,1.98
Syria,1958,2.17
Syria,1959,2.22
Syria,1960,3.22
Syria,1961,3.06
Syria,1962,3.21
Syria,1963,3.61
Syria,1964,4.36
Syria,1965,3.68
Syria,1966,4.91
Syria,1967,4.61
Syria,1968,5.96
Syria,1969,7.24
Syria,1970,6.32
Syria,1971,5.88
Syria,1972,5.64
Syria,1973,5.35
Syria,1974,7.46
Syria,1975,8.75
Syria,1976,9.84
Syria,1977,10.76
Syria,1978,10.86
Syria,1979,14.25
Syria,1980,13.31
Syria,1981,15.01
Syria,1982,17.88
Syria,1983,21.36
Syria,1984,24.17
Syria,1985,21.67
Syria,1986,23.06
Syria,1987,25.72
Syria,1988,26.09
Syria,1989,25.56
Syria,1990,29.84
Syria,1991,32.4
Syria,1992,31.71
Syria,1993,31.16
Syria,1994,32.29
Syria,1995,34.11
Syria,1996,37.24
Syria,1997,37.63
Syria,1998,40.53
Syria,1999,39.83
Syria,2000,40.03
Syria,2001,41.88
Syria,2002,42.57
Syria,2003,42.92
Syria,2004,45.34
Syria,2005,56.28
Syria,2006,59.5
Syria,2007,62.41
Syria,2008,64.27
Syria,2009,59.51
Syria,2010,59.21
Syria,2011,54.88
Syria,2012,41.35
Syria,2013,32.46
