country,year,emissions
Slovenia,1850,0.0
Slovenia,1851,0.0
Slovenia,1852,0.0
Slovenia,1853,0.0
Slovenia,1854,0.0
Slovenia,1855,0.0
Slovenia,1856,0.0
Slovenia,1857,0.0
Slovenia,1858,0.0
Slovenia,1859,0.0
Slovenia,1860,0.0
Slovenia,1861,0.0
Slovenia,1862,0.0
Slovenia,1863,0.0
Slovenia,1864,0.0
Slovenia,1865,0.0
Slovenia,1866,0.0
Slovenia,1867,0.0
Slovenia,1868,0.0
Slovenia,1869,0.0
Slovenia,1870,0.0
Slovenia,1871,0.0
Slovenia,1872,0.0
Slovenia,1873,0.0
Slovenia,1874,0.0
Slovenia,1875,0.0
Slovenia,1876,0.0
Slovenia,1877,0.0
Slovenia,1878,0.0
Slovenia,1879,0.0
Slovenia,1880,0.0
Slovenia,1881,0.0
Slovenia,1882,0.0
Slovenia,1883,0.0
Slovenia,1884,0.0
Slovenia,1885,0.0
Slovenia,1886,0.0
Slovenia,1887,0.0
Slovenia,1888,0.0
Slovenia,1889,0.0
Slovenia,1890,0.01
Slovenia,1891,0.01
Slovenia,1892,0.01
Slovenia,1893,0.03
Slovenia,1894,0.05
Slovenia,1895,0.05
Slovenia,1896,0.06
Slovenia,1897,0.04
Slovenia,1898,0.07
Slovenia,1899,0.08
Slovenia,1900,0.1
Slovenia,1901,0.11
Slovenia,1902,0.11
Slovenia,1903,0.11
Slovenia,1904,0.12
Slovenia,1905,0.13
Slovenia,1906,0.16
Slovenia,1907,0.16
Slovenia,1908,0.17
Slovenia,1909,0.18
Slovenia,1910,0.18
Slovenia,1911,0.19
Slovenia,1912,0.2
Slovenia,1913,0.54
Slovenia,1914,0.0
Slovenia,1915,0.0
Slovenia,1916,0.0
Slovenia,1917,0.0
Slovenia,1918,0.0
Slovenia,1919,0.38
Slovenia,1920,0.51
Slovenia,1921,0.54
Slovenia,1922,0.79
Slovenia,1923,0.86
Slovenia,1924,0.88
Slovenia,1925,0.97
Slovenia,1926,0.94
Slovenia,1927,1.07
Slovenia,1928,1.23
Slovenia,1929,1.32
Slovenia,1930,1.24
Slovenia,1931,1.17
Slovenia,1932,1.06
Slovenia,1933,0.98
Slovenia,1934,1.02
Slovenia,1935,1.07
Slovenia,1936,1.05
Slovenia,1937,1.17
Slovenia,1938,1.11
Slovenia,1939,1.17
Slovenia,1940,1.33
Slovenia,1941,0.0
Slovenia,1942,0.0
Slovenia,1943,0.07
Slovenia,1944,0.01
Slovenia,1945,0.67
Slovenia,1946,1.34
Slovenia,1947,1.87
Slovenia,1948,2.1
Slovenia,1949,2.4
Slovenia,1950,2.3
Slovenia,1951,2.18
Slovenia,1952,2.19
Slovenia,1953,2.18
Slovenia,1954,2.6
Slovenia,1955,2.97
Slovenia,1956,3.39
Slovenia,1957,3.69
Slovenia,1958,3.64
Slovenia,1959,4.17
Slovenia,1960,4.55
Slovenia,1961,4.77
Slovenia,1962,4.9
Slovenia,1963,5.45
Slovenia,1964,6.17
Slovenia,1965,6.34
Slovenia,1966,6.29
Slovenia,1967,6.35
Slovenia,1968,6.8
Slovenia,1969,7.05
Slovenia,1970,9.2
Slovenia,1971,7.47
Slovenia,1972,7.45
Slovenia,1973,8.11
Slovenia,1974,8.72
Slovenia,1975,8.98
Slovenia,1976,9.18
Slovenia,1977,9.64
Slovenia,1978,10.4
Slovenia,1979,10.76
Slovenia,1980,10.4
Slovenia,1981,11.82
Slovenia,1982,12.51
Slovenia,1983,13.44
Slovenia,1984,13.79
Slovenia,1985,14.41
Slovenia,1986,15.46
Slovenia,1987,14.87
Slovenia,1988,14.67
Slovenia,1989,14.63
Slovenia,1990,14.23
Slovenia,1991,13.4
Slovenia,1992,12.85
Slovenia,1993,13.63
Slovenia,1994,13.68
Slovenia,1995,14.56
Slovenia,1996,15.37
Slovenia,1997,15.84
Slovenia,1998,15.62
Slovenia,1999,15.06
Slovenia,2000,14.71
Slovenia,2001,15.5
Slovenia,2002,15.68
Slovenia,2003,15.65
Slovenia,2004,15.83
Slovenia,2005,16.01
Slovenia,2006,16.44
Slovenia,2007,16.41
Slovenia,2008,17.56
Slovenia,2009,15.66
Slovenia,2010,15.85
Slovenia,2011,15.74
Slovenia,2012,15.35
Slovenia,2013,14.79
