country,year,emissions
Ghana,1850,0.0
Ghana,1851,0.0
Ghana,1852,0.0
Ghana,1853,0.0
Ghana,1854,0.0
Ghana,1855,0.0
Ghana,1856,0.0
Ghana,1857,0.0
Ghana,1858,0.0
Ghana,1859,0.0
Ghana,1860,0.0
Ghana,1861,0.0
Ghana,1862,0.0
Ghana,1863,0.0
Ghana,1864,0.0
Ghana,1865,0.0
Ghana,1866,0.0
Ghana,1867,0.0
Ghana,1868,0.0
Ghana,1869,0.0
Ghana,1870,0.0
Ghana,1871,0.0
Ghana,1872,0.0
Ghana,1873,0.0
Ghana,1874,0.0
Ghana,1875,0.0
Ghana,1876,0.0
Ghana,1877,0.0
Ghana,1878,0.0
Ghana,1879,0.0
Ghana,1880,0.0
Ghana,1881,0.0
Ghana,1882,0.0
Ghana,1883,0.0
Ghana,1884,0.0
Ghana,1885,0.0
Ghana,1886,0.0
Ghana,1887,0.0
Ghana,1888,0.0
Ghana,1889,0.0
Ghana,1890,0.0
Ghana,1891,0.0
Ghana,1892,0.0
Ghana,1893,0.0
Ghana,1894,0.0
Ghana,1895,0.0
Ghana,1896,0.0
Ghana,1897,0.0
Ghana,1898,0.0
Ghana,1899,0.0
Ghana,1900,0.0
Ghana,1901,0.0
Ghana,1902,0.0
Ghana,1903,0.0
Ghana,1904,0.0
Ghana,1905,0.0
Ghana,1906,0.0
Ghana,1907,0.0
Ghana,1908,0.0
Ghana,1909,0.0
Ghana,1910,0.0
Ghana,1911,0.0
Ghana,1912,0.0
Ghana,1913,0.0
Ghana,1914,0.0
Ghana,1915,0.0
Ghana,1916,0.0
Ghana,1917,0.0
Ghana,1918,0.0
Ghana,1919,0.0
Ghana,1920,0.0
Ghana,1921,0.0
Ghana,1922,0.0
Ghana,1923,0.0
Ghana,1924,0.0
Ghana,1925,0.0
Ghana,1926,0.0
Ghana,1927,0.0
Ghana,1928,0.0
Ghana,1929,0.0
Ghana,1930,0.0
Ghana,1931,0.0
Ghana,1932,0.0
Ghana,1933,0.0
Ghana,1934,0.0
Ghana,1935,0.0
Ghana,1936,0.0
Ghana,1937,0.0
Ghana,1938,0.0
Ghana,1939,0.0
Ghana,1940,0.0
Ghana,1941,0.0
Ghana,1942,0.0
Ghana,1943,0.0
Ghana,1944,0.0
Ghana,1945,0.0
Ghana,1946,0.0
Ghana,1947,0.0
Ghana,1948,0.0
Ghana,1949,0.0
Ghana,1950,0.64
Ghana,1951,0.88
Ghana,1952,0.87
Ghana,1953,1.02
Ghana,1954,1.0
Ghana,1955,1.19
Ghana,1956,1.08
Ghana,1957,1.29
Ghana,1958,1.36
Ghana,1959,1.33
Ghana,1960,1.46
Ghana,1961,1.34
Ghana,1962,1.44
Ghana,1963,1.72
Ghana,1964,1.65
Ghana,1965,1.7
Ghana,1966,1.44
Ghana,1967,1.5
Ghana,1968,1.76
Ghana,1969,1.69
Ghana,1970,2.62
Ghana,1971,2.17
Ghana,1972,2.22
Ghana,1973,2.3
Ghana,1974,2.44
Ghana,1975,2.64
Ghana,1976,2.68
Ghana,1977,2.81
Ghana,1978,2.78
Ghana,1979,2.35
Ghana,1980,2.34
Ghana,1981,2.91
Ghana,1982,2.46
Ghana,1983,1.64
Ghana,1984,1.92
Ghana,1985,2.27
Ghana,1986,2.34
Ghana,1987,2.46
Ghana,1988,2.63
Ghana,1989,2.92
Ghana,1990,2.88
Ghana,1991,2.65
Ghana,1992,3.19
Ghana,1993,3.32
Ghana,1994,3.61
Ghana,1995,3.86
Ghana,1996,4.26
Ghana,1997,4.45
Ghana,1998,6.27
Ghana,1999,6.79
Ghana,2000,5.95
Ghana,2001,6.43
Ghana,2002,7.64
Ghana,2003,7.36
Ghana,2004,6.87
Ghana,2005,7.3
Ghana,2006,8.65
Ghana,2007,9.29
Ghana,2008,8.66
Ghana,2009,10.15
Ghana,2010,11.5
Ghana,2011,12.45
Ghana,2012,14.26
Ghana,2013,15.31
