country,year,emissions
Swaziland,1850,0.0
Swaziland,1851,0.0
Swaziland,1852,0.0
Swaziland,1853,0.0
Swaziland,1854,0.0
Swaziland,1855,0.0
Swaziland,1856,0.0
Swaziland,1857,0.0
Swaziland,1858,0.0
Swaziland,1859,0.0
Swaziland,1860,0.0
Swaziland,1861,0.0
Swaziland,1862,0.0
Swaziland,1863,0.0
Swaziland,1864,0.0
Swaziland,1865,0.0
Swaziland,1866,0.0
Swaziland,1867,0.0
Swaziland,1868,0.0
Swaziland,1869,0.0
Swaziland,1870,0.0
Swaziland,1871,0.0
Swaziland,1872,0.0
Swaziland,1873,0.0
Swaziland,1874,0.0
Swaziland,1875,0.0
Swaziland,1876,0.0
Swaziland,1877,0.0
Swaziland,1878,0.0
Swaziland,1879,0.0
Swaziland,1880,0.0
Swaziland,1881,0.0
Swaziland,1882,0.0
Swaziland,1883,0.0
Swaziland,1884,0.0
Swaziland,1885,0.0
Swaziland,1886,0.0
Swaziland,1887,0.0
Swaziland,1888,0.0
Swaziland,1889,0.0
Swaziland,1890,0.0
Swaziland,1891,0.0
Swaziland,1892,0.0
Swaziland,1893,0.0
Swaziland,1894,0.0
Swaziland,1895,0.0
Swaziland,1896,0.0
Swaziland,1897,0.0
Swaziland,1898,0.0
Swaziland,1899,0.0
Swaziland,1900,0.0
Swaziland,1901,0.0
Swaziland,1902,0.0
Swaziland,1903,0.0
Swaziland,1904,0.0
Swaziland,1905,0.0
Swaziland,1906,0.0
Swaziland,1907,0.0
Swaziland,1908,0.0
Swaziland,1909,0.0
Swaziland,1910,0.0
Swaziland,1911,0.0
Swaziland,1912,0.0
Swaziland,1913,0.0
Swaziland,1914,0.0
Swaziland,1915,0.0
Swaziland,1916,0.0
Swaziland,1917,0.0
Swaziland,1918,0.0
Swaziland,1919,0.0
Swaziland,1920,0.0
Swaziland,1921,0.0
Swaziland,1922,0.0
Swaziland,1923,0.0
Swaziland,1924,0.0
Swaziland,1925,0.0
Swaziland,1926,0.0
Swaziland,1927,0.0
Swaziland,1928,0.0
Swaziland,1929,0.0
Swaziland,1930,0.0
Swaziland,1931,0.0
Swaziland,1932,0.0
Swaziland,1933,0.0
Swaziland,1934,0.0
Swaziland,1935,0.0
Swaziland,1936,0.0
Swaziland,1937,0.0
Swaziland,1938,0.0
Swaziland,1939,0.0
Swaziland,1940,0.0
Swaziland,1941,0.0
Swaziland,1942,0.0
Swaziland,1943,0.0
Swaziland,1944,0.0
Swaziland,1945,0.0
Swaziland,1946,0.0
Swaziland,1947,0.0
Swaziland,1948,0.0
Swaziland,1949,0.0
Swaziland,1950,0.0
Swaziland,1951,0.0
Swaziland,1952,0.0
Swaziland,1953,0.0
Swaziland,1954,0.0
Swaziland,1955,0.0
Swaziland,1956,0.0
Swaziland,1957,0.0
Swaziland,1958,0.0
Swaziland,1959,0.0
Swaziland,1960,0.03
Swaziland,1961,0.0
Swaziland,1962,0.0
Swaziland,1963,0.0
Swaziland,1964,0.01
Swaziland,1965,0.08
Swaziland,1966,0.2
Swaziland,1967,0.23
Swaziland,1968,0.28
Swaziland,1969,0.3
Swaziland,1970,0.37
Swaziland,1971,0.4
Swaziland,1972,0.38
Swaziland,1973,0.37
Swaziland,1974,0.31
Swaziland,1975,0.34
Swaziland,1976,0.33
Swaziland,1977,0.34
Swaziland,1978,0.44
Swaziland,1979,0.45
Swaziland,1980,0.47
Swaziland,1981,0.44
Swaziland,1982,0.44
Swaziland,1983,0.27
Swaziland,1984,0.33
Swaziland,1985,0.44
Swaziland,1986,0.46
Swaziland,1987,0.44
Swaziland,1988,0.44
Swaziland,1989,0.44
Swaziland,1990,0.43
Swaziland,1991,0.33
Swaziland,1992,0.26
Swaziland,1993,0.13
Swaziland,1994,0.48
Swaziland,1995,0.45
Swaziland,1996,0.34
Swaziland,1997,1.2
Swaziland,1998,1.21
Swaziland,1999,1.23
Swaziland,2000,1.19
Swaziland,2001,1.14
Swaziland,2002,1.12
Swaziland,2003,1.04
Swaziland,2004,1.03
Swaziland,2005,1.01
Swaziland,2006,1.01
Swaziland,2007,1.06
Swaziland,2008,1.1
Swaziland,2009,1.04
Swaziland,2010,1.04
Swaziland,2011,1.05
Swaziland,2012,1.21
Swaziland,2013,1.09
